id,name,brand,RAM,ROM,processor,screen_size,price,reviews,links,source
895,REFURBISHED LAPTOP HP ELITEBOOK 840 G5 CORE I58GB RAM 256GB SSD TOUCHSCREEN 8TH GENERATION  WINDOWS 10 PRO 14 INCH LAPTOPFREE MOUSE,HP,8GB,256GB SSD,Unknown,14.0,34999,1,https://www.kilimall.co.ke/listing/3041393-special-offer-refurbished-laptop-hp-elitebook-840-g5-core-i58gb-ram-256gb-ssd-touchscreen-8th-generation-windows-10-pro-14-inch-laptopfree-mouse?skuId=19921774&source=search-enterSearch-laptop,Kilimall
896,HP EliteBook 840 G5 Core i5 16GB RAM 512GB SSD 14 Inches Full HD Touchscreen 8th Generation 1.6GHz Quad Core Processor Windows 11 Pro Slim Refurbished Laptop,HP,16GB,512GB SSD,Intel Core i5,14.0,43999,0,https://www.kilimall.co.ke/listing/2919324-hp-elitebook-840-g5-core-i5-16gb-ram-512gb-ssd-14-inches-full-hd-touchscreen-8th-generation-16ghz-quad-core-processor-windows-11-pro-slim-refurbished-laptop?skuId=19605508&source=search-enterSearch-laptop,Kilimall
897,"FREE 64GB FLASH DISK  WIRELESS MOUSE LENOVO Yoga 11E X360 2 IN 1 ThinkPad REFURB TOUCHSCREEN 4GB RAM 128gb ssd 11.6 2-in-1 Laptop WINDOWS 10  WIRELESS MOUSE MICROSOFT OFFICE, SCHOOL LAPTOP",Lenovo,4GB,128GB SSD,Unknown,,16899,0,https://www.kilimall.co.ke/listing/1000331776-free-64gb-flash-disk-wireless-mouse-lenovo-yoga-11e-x360-2-in-1-thinkpad-refurb-touchscreen-4gb-ram-128gb-ssd-116-2in1-laptop-windows-10-wireless-mouse-microsoft-office-school-laptop?skuId=10001150333&source=search-enterSearch-laptop,Kilimall
898,Dell Latitude E7270 6th Gen Intel Core i7 Thin  Light FHD Laptop 8 GB DDR4 RAM256 GB SSD12.5 31.8 cm FHDWindows 11MS OfficeWiFiBluetoothWebcamIntegrated Graphics,Dell,8GB,Unknown,Intel Core i7,,36999,0,https://www.kilimall.co.ke/listing/1000255387-dell-latitude-e7270-6th-gen-intel-core-i7-thin-light-fhd-laptop-8-gb-ddr4-ram256-gb-ssd125-318-cm-fhdwindows-11ms-officewifibluetoothwebcamintegrated-graphics?skuId=10000788307&source=search-enterSearch-laptop,Kilimall
899,"REFURBISHED HP ELITEBOOK 8460P CORE INTEL I5 4GB RAM 500GB HDD COMPUTER LAPTOP ,WINDOWS 10 PRO FREE MOUSE ,",HP,4GB,500GB HDD,Intel Core i5,,13799,16,https://www.kilimall.co.ke/listing/2836488-anniversary-offer-refurbished-hp-elitebook-8460p-core-intel-i5-4gb-ram-500gb-hdd-computer-laptop-windows-10-pro-free-mouse?skuId=19373228&source=search-enterSearch-laptop,Kilimall
900,REFURBISHED Lenovo ThinkPad T460  6th gen Core i5  8GB RAM  256GB SSD  Windows 10  Refurbished Laptop Computer  Notebook Black 14 inch,Lenovo,8GB,256GB SSD,Intel Core i5,14.0,21999,1,https://www.kilimall.co.ke/listing/3039997-special-limited-offer-refurbished-lenovo-thinkpad-t460-6th-gen-core-i5-8gb-ram-256gb-ssd-windows-10-refurbished-laptop-computer-notebook-black-14-inch?skuId=19916239&source=search-enterSearch-laptop,Kilimall
901,"Refurbished Laptop HP EliteBook 850 G1 Core i7 8GB RAM 500GB HDD STORAGE,,Notebook , WINDOWS 10 PRO  15.6 INCH",HP,8GB,500GB HDD,Intel Core i7,15.6,25999,1,https://www.kilimall.co.ke/listing/2735785-special-offer-refurbished-laptop-hp-elitebook-850-g1-core-i7-8gb-ram-500gb-hdd-storagenotebook-windows-10-pro-156-inch?skuId=19073051&source=search-enterSearch-laptop,Kilimall
902,Refurbished Dell Latitude 7280 Laptop  Intel Core i5 7th Gen  8G RAM  256GB SSD  12.5 HD  Windows 10 Laptops Notebook Computers,Dell,Unknown,256GB SSD,Intel Core i5,,22599,0,https://www.kilimall.co.ke/listing/2910815-refurbished-dell-latitude-7280-laptop-intel-core-i5-7th-gen-8g-ram-256gb-ssd-125-hd-windows-10-laptops-notebook-computers?skuId=19581610&source=search-enterSearch-laptop,Kilimall
903,Refurbished HP Elitebook 1030 G3 Laptop - Intel Core i5 8th - 8GB Ram 256GB SSD Rom - 13.3 Notebook,HP,8GB,256GB SSD,Intel Core i5,,44999,0,https://www.kilimall.co.ke/listing/3018097-refurbished-hp-elitebook-1030-g3-laptop-intel-core-i5-8th-8gb-ram-256gb-ssd-rom-133-notebook?skuId=19859340&source=search-enterSearch-laptop,Kilimall
904,HP ProBook 640 G1  Core i5  8GB RAM  500GB HDD  DISK DRIVE  14 inch Display  Refurbished Laptop Computer  Notebook,HP,8GB,500GB HDD,Intel Core i5,14.0,20499,0,https://www.kilimall.co.ke/listing/1000188070-christmas-offerhp-probook-640-g1-core-i5-8gb-ram-500gb-hdd-disk-drive-14-inch-display-refurbished-laptop-computer-notebook?skuId=10000495171&source=search-enterSearch-laptop,Kilimall
905,REFURBISHED HP ELITEBOOK 1030 G3 CORE INTEL I7 16GB RAM 512GB SSD 8TH GENERATION  TOUCHSCREEN LAPTOPX360 2 IN 1 LAPTOP13.3 INCH WINDOWS11 PRO,HP,16GB,512GB SSD,Intel Core i7,13.3,63999,0,https://www.kilimall.co.ke/listing/3041378-special-offer-refurbished-hp-elitebook-1030-g3-core-intel-i7-16gb-ram-512gb-ssd-8th-generation-touchscreen-laptopx360-2-in-1-laptop133-inch-windows11-pro?skuId=19921744&source=search-enterSearch-laptop,Kilimall
906,HP Elitebook 2570P - Refurbished Laptop Core I5 -4GB RAM 320g GB HDD Windows 10 - Silver 12.5 inch,HP,4GB,Unknown,Intel Core i5,12.5,15499,0,https://www.kilimall.co.ke/listing/2559066-hp-elitebook-2570p-refurbished-laptop-core-i5-4gb-ram-320g-gb-hdd-windows-10-silver-125-inch?skuId=18458124&source=search-enterSearch-laptop,Kilimall
907,TOSHIBA DYNABOOK PORTEGE LAPTOP INTEL CORE I5 6TH GENETERATION 6200U CPU,Toshiba,Unknown,Unknown,Intel Core i5,,25000,0,https://www.kilimall.co.ke/listing/1000190666-toshiba-dynabook-portege-laptop-intel-core-i5-6th-geneteration-6200u-cpu?skuId=10000504155&source=search-enterSearch-laptop,Kilimall
908,i58GB512GB SSDMouse Refurbished HP 348 G3 Notebook Laptop - Intel Core i5 6th - 8GB RAM 512GB SSD ROM - 14 Windows 10 Bluetooth Webcam Intel HD Graphics Backlit Keyboard Notebook,HP,8GB,512GB SSD,Intel Core i5,,25999,0,https://www.kilimall.co.ke/listing/3011083-i58gb512gb-ssdmouse-refurbished-hp-348-g3-notebook-laptop-intel-core-i5-6th-8gb-ram-512gb-ssd-rom-14-windows-10-bluetooth-webcam-intel-hd-graphics-backlit-keyboard-notebook?skuId=19844423&source=search-enterSearch-laptop,Kilimall
909,HP EliteBook 840 G3  Core i7  8GB RAM  256GB SSD  Refurbished Laptop Computer Notebook,HP,8GB,256GB SSD,Intel Core i7,,29999,0,https://www.kilimall.co.ke/listing/1000258539-hp-elitebook-840-g3-core-i7-8gb-ram-256gb-ssd-refurbished-laptop-computer-notebook?skuId=10000810390&source=search-enterSearch-laptop,Kilimall
910,Laptop Dell Latitude E7240 TOUCHSCREEN Core i5 8GB256GB12.5 Windows 10 Notebook with 1 Free Mouse 6 Month Warranty Free Office 2019 Black 12 inch 5 0 Customer reviews,Dell,8GB,Unknown,Intel Core i5,12.0,24500,0,https://www.kilimall.co.ke/listing/2721450-laptop-dell-latitude-e7240-touchscreen-core-i5-8gb256gb125-windows-10-notebook-with-1-free-mouse-6-month-warranty-free-office-2019-black-12-inch-5-0-customer-reviews?skuId=19026590&source=search-enterSearch-laptop,Kilimall
911,Refurbished HP 348 G3 Notebook Laptop - Intel Core i5 6th - 8GB RAM 256GB SSD ROM - 14 Windows 10 Bluetooth Webcam Intel HD Graphics Backlit Keyboard Notebook,HP,8GB,256GB SSD,Intel Core i5,,22999,0,https://www.kilimall.co.ke/listing/3011065-refurbished-hp-348-g3-notebook-laptop-intel-core-i5-6th-8gb-ram-256gb-ssd-rom-14-windows-10-bluetooth-webcam-intel-hd-graphics-backlit-keyboard-notebook?skuId=19844377&source=search-enterSearch-laptop,Kilimall
912,Refurbished Hp Probook 450 G3 Laptop - Intel Celeron - 4GB RAM 500GB HDD ROM - 15.6 Windows 10 Notebook,HP,4GB,500GB HDD,Unknown,,19999,0,https://www.kilimall.co.ke/listing/2648969-refurbished-hp-probook-450-g3-laptop-intel-celeron-4gb-ram-500gb-hdd-rom-156-windows-10-notebook?skuId=18752178&source=search-enterSearch-laptop,Kilimall
913,Core i58gb256gb ssd 12.5 Refurbished Lenovo Thinkpad X260 Intel Core i5 8GB RAM  256GB SSD Storage 6th Gen 12.5 inch Notebook Laptop Computer Windows,Lenovo,8GB,256GB SSD,Intel Core i5,12.5,19999,1,https://www.kilimall.co.ke/listing/1000141482-core-i58gb256gb-ssd-125-refurbished-lenovo-thinkpad-x260-intel-core-i5-8gb-ram-256gb-ssd-storage-6th-gen-125-inch-notebook-laptop-computer-windows?skuId=10000341353&source=search-enterSearch-laptop,Kilimall
914,Refurbished HP Elitebook 840 G3 Laptop - Intel Core i7 6th - 8GB Ram 256GB SSD ROM - 14 Notebook Silver 14 inch Non-Touchscreen Refurbished Laptop Computer Notebook,HP,8GB,256GB SSD,Intel Core i7,14.0,24549,1,https://www.kilimall.co.ke/listing/2696791-refurbished-hp-elitebook-840-g3-laptop-intel-core-i7-6th-8gb-ram-256gb-ssd-rom-14-notebook-silver-14-inch-nontouchscreen-refurbished-laptop-computer-notebook?skuId=18933838&source=search-enterSearch-laptop,Kilimall
915,Refurbished HP 348 G3 Notebook Laptop - Intel Core i5 6th - 8GB RAM 128GB SSD ROM - 14 Windows 10 Bluetooth Webcam Intel HD Graphics Backlit Keyboard Notebook,HP,8GB,128GB SSD,Intel Core i5,,19899,0,https://www.kilimall.co.ke/listing/3009936-refurbished-hp-348-g3-notebook-laptop-intel-core-i5-6th-8gb-ram-128gb-ssd-rom-14-windows-10-bluetooth-webcam-intel-hd-graphics-backlit-keyboard-notebook?skuId=19841780&source=search-enterSearch-laptop,Kilimall
916,Refurbished Hp Elitebook 850 G3 Laptop - Intel Core i5 - 8GB RAM 256GB SSD ROM - 15.6 Windows 10 Notebook,HP,8GB,256GB SSD,Intel Core i5,,30999,0,https://www.kilimall.co.ke/listing/1000135062-refurbished-hp-elitebook-850-g3-laptop-intel-core-i5-8gb-ram-256gb-ssd-rom-156-windows-10-notebook?skuId=10000321750&source=search-enterSearch-laptop,Kilimall
917,REFURBISHED HP PROBOOK 640 G1 CORE I5 8GB RAM  500GB HDD  4TH GENERATION LAPTOP WINDOWS 10 PRO FREE MOUSE,HP,8GB,500GB HDD,Intel Core i5,,15999,1,https://www.kilimall.co.ke/listing/3041507-special-offerrefurbished-hp-probook-640-g1-core-i5-8gb-ram-500gb-hdd-4th-generation-laptop-windows-10-pro-free-mouse?skuId=19922074&source=search-enterSearch-laptop,Kilimall
918,HP ELITEBOOK 840 G3 CORE I5 8GB RAM 256GB SSD 6TH GENERATION REFURBISHED LAPTOP 14 INCH WINDOWS 10 PRO 6A4 BIT,HP,8GB,256GB SSD,Intel Core i5,14.0,25499,1,https://www.kilimall.co.ke/listing/3041167-new-year-offer-hp-elitebook-840-g3-core-i5-8gb-ram-256gb-ssd-6th-generation-refurbished-laptop-14-inch-windows-10-pro-6a4-bit?skuId=19920720&source=search-enterSearch-laptop,Kilimall
919,HP EliteBook 840 G3 Core i7 8GB RAM 256GB SSD 6th Generaton 14 Inches Full HD 2.6GHz up to 3.2GHz Dual Core Processor Windows 10 Pro Ultra Slim Refurbished Laptop  Bag - 6 MONTHS WARRANTY,HP,8GB,256GB SSD,Intel Core i7,14.0,27000,0,https://www.kilimall.co.ke/listing/2945912-hp-elitebook-840-g3-core-i7-8gb-ram-256gb-ssd-6th-generaton-14-inches-full-hd-26ghz-up-to-32ghz-dual-core-processor-windows-10-pro-ultra-slim-refurbished-laptop-bag-6-months-warranty?skuId=19667845&source=search-enterSearch-laptop,Kilimall
920,Refurbished Hp Elitebook 820 G4 Intel Core i5 6th Gen 8GB Ram 256GB SSD 12.5 HD Screen Display Laptop Refurbished Laptops Computers Notebook with Windows 10 Office Silver 12.5Inch,HP,8GB,256GB SSD,Intel Core i5,12.5,20249,0,https://www.kilimall.co.ke/listing/2942903-refurbished-hp-elitebook-820-g4-intel-core-i5-6th-gen-8gb-ram-256gb-ssd-125-hd-screen-display-laptop-refurbished-laptops-computers-notebook-with-windows-10-office-silver-125inch?skuId=19660689&source=search-enterSearch-laptop,Kilimall
921,i58GB500GBFree MouseRefurbished Hp Probook 430 G3 Laptop i5 6th 8GB RAM 500GB HDD ROM 13.3 Windows 11 Notebook Bluetooth Webcam refurbished hp laptops,HP,8GB,500GB HDD,Intel Core i5,,19999,0,https://www.kilimall.co.ke/listing/1000266853-i58gb500gbfree-mouserefurbished-hp-probook-430-g3-laptop-i5-6th-8gb-ram-500gb-hdd-rom-133-windows-11-notebook-bluetooth-webcam-refurbished-hp-laptops?skuId=10000861577&source=search-enterSearch-laptop,Kilimall
922,HP EliteBook 840 G3 Core i7 8GB RAM 256GB SSD 6th Generation 2.6GHz Dual Core Processor 14 Inches Full HD Windows 10 Professional Ultra Slim Refurbished Laptop,HP,8GB,256GB SSD,Intel Core i7,14.0,26500,0,https://www.kilimall.co.ke/listing/2937667-hp-elitebook-840-g3-core-i7-8gb-ram-256gb-ssd-6th-generation-26ghz-dual-core-processor-14-inches-full-hd-windows-10-professional-ultra-slim-refurbished-laptop?skuId=19647907&source=search-enterSearch-laptop,Kilimall
923,REFURBISHED LAPTOP HP ELITEBOOK 820 G3 CORE I5  8GB RAM 256GB SSD 6TH GENERATION  WINDOWS 10 PRO FREE MOUSE,HP,8GB,256GB SSD,Intel Core i5,,18999,0,https://www.kilimall.co.ke/listing/3041173-special-offer-refurbished-laptop-hp-elitebook-820-g3-core-i5-8gb-ram-256gb-ssd-6th-generation-windows-10-pro-free-mouse?skuId=19920735&source=search-enterSearch-laptop,Kilimall
924,Core i54GB500GB14 Free 32GB FlashRefurbished Hp Elitebook 640 G2 Laptop Intel Core i5 6th Gen 4GB 500GB SSD Backlit Keyboard Bluetooth Webcam Intel Graphics 14 Laptops,HP,32GB,500GB SSD,Intel Core i5,,22399,0,https://www.kilimall.co.ke/listing/3077320-core-i54gb500gb14-free-32gb-flashrefurbished-hp-elitebook-640-g2-laptop-intel-core-i5-6th-gen-4gb-500gb-ssd-backlit-keyboard-bluetooth-webcam-intel-graphics-14-laptops?skuId=20015846&source=search-enterSearch-laptop,Kilimall
925,Lenovo ThinkPad 11e Yoga Laptop Touchscreen x360 Laptop  Intel Celeron  4GB RAM  128GB SSD  11.6 Inch Laptops Notebook computers,Lenovo,4GB,128GB SSD,Unknown,11.6,15099,5,https://www.kilimall.co.ke/listing/2750624-limited-hot-best-offers-lenovo-thinkpad-11e-yoga-laptop-touchscreen-x360-laptop-intel-celeron-4gb-ram-128gb-ssd-116-inch-laptops-notebook-computers?skuId=19119525&source=search-enterSearch-laptop,Kilimall
926,"Refurbished EliteBook 840 G3 Intel Core I5 6th Gen 14inch 8GB, 256GB SSD STORAGE - Silver Windows 10 pro 64bit OS Office activated  Free laptop bag",HP,8GB,256GB SSD,Intel Core i5,14.0,22499,0,https://www.kilimall.co.ke/listing/1000331204-refurbished-elitebook-840-g3-intel-core-i5-6th-gen-14inch-8gb-256gb-ssd-storage-silver-windows-10-pro-64bit-os-office-activated-free-laptop-bag?skuId=10001148340&source=search-enterSearch-laptop,Kilimall
927,"HP PROBOOK 650 G1 CORE I5  8GB RAM  500GB HDD 5TH GENERATION 15,.6 INCH WINDOWS 10 PRO FREE MOUSE FULL KEYBOARD LAPTOPREFURBISHED LAPTOP",HP,8GB,500GB HDD,Intel Core i5,6.0,20999,0,https://www.kilimall.co.ke/listing/3042095-special-offer-hp-probook-650-g1-core-i5-8gb-ram-500gb-hdd-5th-generation-156-inch-windows-10-pro-free-mouse-full-keyboard-laptoprefurbished-laptop?skuId=19924084&source=search-enterSearch-laptop,Kilimall
928,Refurbished Laptop Lenovo Thinkpad T470 Core i5 8GB256GB14 Windows 10 Notebook Black 14 inch,Lenovo,8GB,Unknown,Intel Core i5,14.0,19999,0,https://www.kilimall.co.ke/listing/2931357-special-offer-refurbished-laptop-lenovo-thinkpad-t470-core-i5-8gb256gb14-windows-10-notebook-black-14-inch?skuId=19630798&source=search-enterSearch-laptop,Kilimall
929,i7 8G256G12.5 Refurbished HP Elitebook 820 G3 - Intel Core i7 8th Gen 8GB RAM 256SSD ROM-12.5 HD Screen-Windows 10 Pro Office 2019 Refurbished Laptops Computer Notebook.,HP,8GB,Unknown,Intel Core i7,,23999,0,https://www.kilimall.co.ke/listing/2845392-i7-8g256g125-refurbished-hp-elitebook-820-g3-intel-core-i7-8th-gen-8gb-ram-256ssd-rom125-hd-screenwindows-10-pro-office-2019-refurbished-laptops-computer-notebook?skuId=19395209&source=search-enterSearch-laptop,Kilimall
930,Refurbished Dell Latitude E7450 Intel Core i5 5th Generation 8GB RAM 500 GB HDD Storage 14 Inches HD Display Refurbished Laptops Notebook Computers,Dell,8GB,500GB HDD,Intel Core i5,14.0,17499,0,https://www.kilimall.co.ke/listing/1000420268-refurbished-dell-latitude-e7450-intel-core-i5-5th-generation-8gb-ram-500-gb-hdd-storage-14-inches-hd-display-refurbished-laptops-notebook-computers?skuId=10001590036&source=search-enterSearch-laptop,Kilimall
931,Refurbished Lenovo ThinkPad X270  Core i5 4TH Gen  8GB RAM  256GB HDD 12.5inch  Refurbished Laptop Computer  Notebook,Lenovo,8GB,256GB HDD,Intel Core i5,12.5,19949,0,https://www.kilimall.co.ke/listing/2449965-refurbished-lenovo-thinkpad-x270-core-i5-4th-gen-8gb-ram-256gb-hdd-125inch-refurbished-laptop-computer-notebook?skuId=17974289&source=search-enterSearch-laptop,Kilimall
932,HP Probook 640 G2 6th Core i5 8gb ram500gb hdd 14 Refurbished Laptop  Free Gifts,HP,8GB,Unknown,Intel Core i5,,18999,0,https://www.kilimall.co.ke/listing/2524979-hp-probook-640-g2-6th-core-i5-8gb-ram500gb-hdd-14-refurbished-laptop-free-gifts?skuId=18321931&source=search-enterSearch-laptop,Kilimall
933,"TOUCHSCREEN Hp Probook X360 11e G5 Celeron 4GB Ram 128GB SSD 11.6 inch 6 Months Warranty Laptop Computer Notebook Laptop ,Black11.6 inch Hp Laptop Computer Notebook Laptop Black",HP,4GB,128GB SSD,Unknown,11.6,13999,0,https://www.kilimall.co.ke/listing/2855839-hot-limited-offers-touchscreen-hp-probook-x360-11e-g5-celeron-4gb-ram-128gb-ssd-116-inch-6-months-warranty-laptop-computer-notebook-laptop-black116-inch-hp-laptop-computer-notebook-laptop-black?skuId=19422627&source=search-enterSearch-laptop,Kilimall
934,Refurbished Dell Latitude E7450 Intel Core i5 4th Generation 4GB RAM 500 GB HDD Storage 14 Inches HD Display Refurbished Laptops Notebook Computers,Dell,4GB,500GB HDD,Intel Core i5,14.0,16399,0,https://www.kilimall.co.ke/listing/1000418262-refurbished-dell-latitude-e7450-intel-core-i5-4th-generation-4gb-ram-500-gb-hdd-storage-14-inches-hd-display-refurbished-laptops-notebook-computers?skuId=10001581261&source=search-enterSearch-laptop,Kilimall
935,"Lenovo ThinkPad X260 Intel Core i7 8GB RAM 256GB SSD, 12.5 Inches display, 2.5GHz 6th generation Refurbished Laptop",Lenovo,8GB,256GB SSD,Intel Core i7,12.5,22500,0,https://www.kilimall.co.ke/listing/3060772-lenovo-thinkpad-x260-intel-core-i7-8gb-ram-256gb-ssd-125-inches-display-25ghz-6th-generation-refurbished-laptop?skuId=19975027&source=search-enterSearch-laptop,Kilimall
936,Free laptop bag and mouseCore i58gb256gb14 Refurbished Hp Elitebook 840 G3 Laptop Intel Core i5 6th Gen 8GB 256GB SSD 14 Backlit Keyboard Notebook Laptop Computer Windows 10 Office and bag,HP,8GB,256GB SSD,Intel Core i5,,25999,0,https://www.kilimall.co.ke/listing/1000186095-free-laptop-bag-and-mousecore-i58gb256gb14-refurbished-hp-elitebook-840-g3-laptop-intel-core-i5-6th-gen-8gb-256gb-ssd-14-backlit-keyboard-notebook-laptop-computer-windows-10-office-and-bag?skuId=10000489073&source=search-enterSearch-laptop,Kilimall
937,Refurbished HP Probook 640 G2 Laptop - Intel CORE i5-6TH GEN 2.4 GHz 8GB RAM 256GB HDD ROM - 14 Screen Display Refurbished Laptop Computer Windows 10 Notebook,HP,8GB,256GB HDD,Intel Core i5,,20049,0,https://www.kilimall.co.ke/listing/2659639-only-today-limited-offers-refurbished-hp-probook-640-g2-laptop-intel-core-i56th-gen-24-ghz-8gb-ram-256gb-hdd-rom-14-screen-display-refurbished-laptop-computer-windows-10-notebook?skuId=18790044&source=search-enterSearch-laptop,Kilimall
938,HP EliteBook 830 G5 Laptop 13.3 FHD  1.7GHz Intel Core i5-8350U Quad-Core  8GB DDR4  256GB SSD  Win10Pro,HP,8GB,256GB SSD,Intel Core i5,,29499,0,https://www.kilimall.co.ke/listing/2734473-special-offerhp-elitebook-830-g5-laptop-133-fhd-17ghz-intel-core-i58350u-quadcore-8gb-ddr4-256gb-ssd-win10pro?skuId=19065826&source=search-enterSearch-laptop,Kilimall
939,Dell Latitude E7440 Ultrabook Laptop Intel Core i5 4th Generation 8GB RAM 500 GB HDD Storage 14 Inches HD Display Installed with Windows 10  MS Office 2019 with Six Months Warranty,Dell,8GB,500GB HDD,Intel Core i5,14.0,15799,1,https://www.kilimall.co.ke/listing/2552587-new-year-sale-dell-latitude-e7440-ultrabook-laptop-intel-core-i5-4th-generation-8gb-ram-500-gb-hdd-storage-14-inches-hd-display-installed-with-windows-10-ms-office-2019-with-six-months-warranty?skuId=18432100&source=search-enterSearch-laptop,Kilimall
940,Refurbished Laptop Dell Latitude 7290 Notebook Computer  Intel Core i5 8th Generation  8G RAM  256GB SSD Storage  12.5 HD Display  Installed with Windows 10Pro MS Office 2019,Dell,Unknown,256GB SSD,Intel Core i5,,23499,0,https://www.kilimall.co.ke/listing/2552595-new-year-sale-refurbished-laptop-dell-latitude-7290-notebook-computer-intel-core-i5-8th-generation-8g-ram-256gb-ssd-storage-125-hd-display-installed-with-windows-10pro-ms-office-2019?skuId=18432118&source=search-enterSearch-laptop,Kilimall
941,Refurbished Hp EliteBook 820 G4 Intel Core i7 8GB RAM 256GB SSD 12.5 Inches Windows 10 Microsoft Office 2019 Refurbished Laptops Notebooks Computer,HP,8GB,256GB SSD,Intel Core i7,12.5,27299,1,https://www.kilimall.co.ke/listing/1000256956-refurbished-hp-elitebook-820-g4-intel-core-i7-8gb-ram-256gb-ssd-125-inches-windows-10-microsoft-office-2019-refurbished-laptops-notebooks-computer?skuId=10000798525&source=search-enterSearch-laptop,Kilimall
942,Refurbished Hp Elitebook 820 G3 Intel Core i5 6th Gen 8GB Ram 256GB SSD 12.5 HD Screen Display Laptop Refurbished Laptops Computers Notebook with Windows 10 Office Silver 12.5Inch,HP,8GB,256GB SSD,Intel Core i5,12.5,21349,0,https://www.kilimall.co.ke/listing/2942845-refurbished-hp-elitebook-820-g3-intel-core-i5-6th-gen-8gb-ram-256gb-ssd-125-hd-screen-display-laptop-refurbished-laptops-computers-notebook-with-windows-10-office-silver-125inch?skuId=19660608&source=search-enterSearch-laptop,Kilimall
943,1 Refurbished Hp Elitebook 840 G3 Laptops-Intel Core i5-8GB RAM 256 SSD ROM-14 HD Screen-Windows 10 Pro Office 2019 Silver 14 inch,HP,8GB,Unknown,Intel Core i5,14.0,39800,0,https://www.kilimall.co.ke/listing/2581378-students-offer1-refurbished-hp-elitebook-840-g3-laptopsintel-core-i58gb-ram-256-ssd-rom14-hd-screenwindows-10-pro-office-2019-silver-14-inch?skuId=18556006&source=search-enterSearch-laptop,Kilimall
944,"4GB RAM 500GB  Core i5 FREE MOUSE REFURBISHED LAPTOP DELL LATITUDE E6420S CORE I5 4GB RAM 500GB HDD ,INSTALLED WINDOWS 10 PRO ,OFFICE 2019 ACTIVATED, 14 INCHFREE MOUSE",Dell,4GB,500GB,Intel Core i5,14.0,12499,9,https://www.kilimall.co.ke/listing/2999182-4gb-ram-500gb-core-i5-free-mouse-refurbished-laptop-dell-latitude-e6420s-core-i5-4gb-ram-500gb-hdd-installed-windows-10-pro-office-2019-activated-14-inchfree-mouse?skuId=19811997&source=search-enterSearch-laptop,Kilimall
945,"HP 11.6 ProBook x360 11 G5, 4GB RAM, 128GB SSD Multi-Touch 2-in-1 Laptop",HP,4GB,128GB SSD,Unknown,,21000,0,https://www.kilimall.co.ke/listing/1000221809-hp-116-probook-x360-11-g5-4gb-ram-128gb-ssd-multitouch-2in1-laptop?skuId=10000611653&source=search-enterSearch-laptop,Kilimall
946,i58gb512gb Refurbished Hp Probook X360 11 G4 Intel Core i5 8th Gen 8GB Ram 512GB SSD 11.6 inch Refurbished Hp Laptop Computer Notebook Refurbished Laptop,HP,8GB,512GB SSD,Intel Core i5,11.6,26399,3,https://www.kilimall.co.ke/listing/2813627-i58gb512gb-refurbished-hp-probook-x360-11-g4-intel-core-i5-8th-gen-8gb-ram-512gb-ssd-116-inch-refurbished-hp-laptop-computer-notebook-refurbished-laptop?skuId=19322984&source=search-enterSearch-laptop,Kilimall
947,HP ELITEBOOK 840 G1 LAPTOP- INTEL CORE I7 - 8GB RAM 500GB HDD ROM - 14 Windows 10 Notebook Black 14 inc,HP,8GB,500GB HDD,Intel Core i7,,23999,5,https://www.kilimall.co.ke/listing/2856692-special-offer-hp-elitebook-840-g1-laptop-intel-core-i7-8gb-ram-500gb-hdd-rom-14-windows-10-notebook-black-14-inc?skuId=19426242&source=search-enterSearch-laptop,Kilimall
948,"TOUCHSCREEN LENOVO X1 YOGA, 8TH GENERATION 16GB RAM 256GB SSD CORE I7, STYLUS PEN REFURBISHED LAPTOP ,X360",Lenovo,16GB,256GB SSD,Intel Core i7,,45999,0,https://www.kilimall.co.ke/listing/2931919-special-offer-touchscreen-lenovo-x1-yoga-8th-generation-16gb-ram-256gb-ssd-core-i7-stylus-pen-refurbished-laptop-x360?skuId=19632140&source=search-enterSearch-laptop,Kilimall
949,Lenovo ThinkPad T430  Core i5  8GB RAM  500GB HDD  Refurbished Cheap Laptop Computer  Notebook Black 14 inch Black,Lenovo,8GB,500GB HDD,Intel Core i5,14.0,13499,1,https://www.kilimall.co.ke/listing/2908168-hot-limited-offer-lenovo-thinkpad-t430-core-i5-8gb-ram-500gb-hdd-refurbished-cheap-laptop-computer-notebook-black-14-inch-black?skuId=19572095&source=search-enterSearch-laptop,Kilimall
950,Hp ProBook 11 G2  Intel Celeron 6TH  4GB RAM  500GB HDD Storage  Refurbished HP Laptop School Business Cyber Original Laptop Computer  Notebook Hot,HP,4GB,500GB HDD,Unknown,,16899,0,https://www.kilimall.co.ke/listing/2411974-limited-hot-offers-hp-probook-11-g2-intel-celeron-6th-4gb-ram-500gb-hdd-storage-refurbished-hp-laptop-school-business-cyber-original-laptop-computer-notebook-hot-clearance-sales?skuId=17774889&source=search-enterSearch-laptop,Kilimall
951,Refurbished Hp Elitebook 840 G5 Touch Laptop-Intel Core i5 8th Gen-8GB RAM 256GB SSD ROM-14 Inch Touchscreen-Windows 10 Pro Office 2019 Silver 14 inch,HP,8GB,256GB SSD,Intel Core i5,14.0,35999,2,https://www.kilimall.co.ke/listing/2835978-special-offer-refurbished-hp-elitebook-840-g5-touch-laptopintel-core-i5-8th-gen8gb-ram-256gb-ssd-rom14-inch-touchscreenwindows-10-pro-office-2019-silver-14-inch?skuId=19372299&source=search-enterSearch-laptop,Kilimall
