link,name,discounted_price,previous_price,discount_%,id,brand,rating,reviews_count
https://www.jumia.co.ke/sarah-50-by50-3-gas-pool-jet-burners-1-electric-plate-free-standing-cooker-electric-oven-265024927.html,"50 By50, 3 Gas Pool Jet Burners + 1 Electric Plate, Free Standing Cooker+ Electric Oven","KSh 25,999","KSh 50,000",48%,SA760HA4II3FSNAFAMZ,Sarah,N/A,N/A
https://www.jumia.co.ke/eurochef-3g1e-table-top-cooker-ec-s31-273981512.html, 3G+1E Table Top Cooker EC-S31,"KSh 6,999",N/A,N/A,EU101HA3NVX3TNAFAMZ,Eurochef,N/A,N/A
https://www.jumia.co.ke/haier-5060-cm-standing-cooker-3gas1electric-electric-oven-high-quality-metallic-lid-279560555.html,"50×60 cm standing cooker 3gas+1electric, electric oven high quality, Metallic lid","KSh 39,499","KSh 45,000",12%,HA342HA484E5HNAFAMZ,Haier,N/A,N/A
https://www.jumia.co.ke/mika-mst5060u31esl-5060-31-standing-cooker-170851711.html,MST5060U31ESL 50×60 3+1 Standing Cooker,"KSh 32,999","KSh 60,000",45%,BR053HA1UIGGVNAFAMZ,Mika,N/A,N/A
https://www.jumia.co.ke/nunix-3-burners-table-top-glass-295036348.html,3 Burners Table Top Glass,"KSh 5,899","KSh 7,800",24%,NU344HA4PAVXVNAFAMZ,Nunix,N/A,N/A
https://www.jumia.co.ke/bosch-6l-electric-pressure-cooker-278625986.html,6L ELECTRIC PRESSURE COOKER,"KSh 7,124","KSh 12,000",41%,BO587HA4G4L7ZNAFAMZ,Bosch,N/A,N/A
https://www.jumia.co.ke/roch-digital-microwave-20l-276406653.html,Digital Microwave 20L,"KSh 9,800","KSh 13,000",25%,RO745HA3WB0S3NAFAMZ,Roch,N/A,N/A
https://www.jumia.co.ke/nunix-cooker-with-gas-oven-full-gas-and-freestanding-169408102.html,"Cooker with Gas Oven, Full gas and Freestanding","KSh 21,499","KSh 38,499",44%,NU344HA1ZJVV4NAFAMZ,Nunix,N/A,N/A
https://www.jumia.co.ke/premier-pm530e-all-gas-cooker-with-stand-compartments-191721540.html, PM530E All Gas Cooker With Stand Compartments,"KSh 9,589","KSh 18,000",47%,PR367HA1Q82J3NAFAMZ,Premier,N/A,N/A
https://www.jumia.co.ke/nunix-free-standing-4-gas-burner-cooker-with-oven-61982500.html,Free Standing 4 Gas Burner Cooker With Oven,"KSh 20,999","KSh 30,999",32%,NU344HA00BC44NAFAMZ,Nunix,5 out of 5,5 out of 5(2)
https://www.jumia.co.ke/nunix-free-standing-4-gas-burner-cooker-with-60-litres-oven-189895544.html,Free Standing 4 Gas Burner Cooker With 60 LITRES Oven,"KSh 21,099","KSh 40,000",47%,NU344HA2E2F4QNAFAMZ,Nunix,N/A,N/A
https://www.jumia.co.ke/sokany-double-auto-ignition-electrical-induction-cooker-206968409.html,Double Auto Ignition Electrical Induction Cooker,"KSh 6,999","KSh 9,999",30%,SO210HA4SY568NAFAMZ,Sokany,N/A,N/A
https://www.jumia.co.ke/mika-58cm-by-58cm-3-gas-pool-jet-burners-1-electric-free-standing-cooker-with-electric-oven-278400192.html," 58cm by 58cm, 3 Gas Pool Jet Burners +1 Electric, Free Standing Cooker with Electric Oven","KSh 37,999","KSh 45,000",16%,BR053HA3SEF2FNAFAMZ,Mika,N/A,N/A
https://www.jumia.co.ke/armco-gc-f6631lx3ss-3-g1wok-1-e-60x60-gas-cooker.-88846773.html,"GC-F6631LX3(SS) - 3 G(1WOK); 1 E, 60x60 Gas Cooker.","KSh 65,295",N/A,N/A,AR829HA0MHFKONAFAMZ,Armco,N/A,N/A
https://www.jumia.co.ke/generic-air-fryer-rack-for-double-basket-air-fryers-dehydrator-rack-288985354.html,"Air Fryer Rack for Double Basket Air Fryers, Dehydrator Rack",KSh 518,KSh 984,47%,GE840HA422W7GNAFAMZ,Generic,N/A,N/A
https://www.jumia.co.ke/generic-nunix-cooker-3-gas-burnershot-plate-electric-60l-oven-275815452.html,"Nunix Cooker 3 Gas Burners,Hot Plate, Electric 60L Oven","KSh 27,999","KSh 50,000",44%,GE840HA3Q87RLNAFAMZ,Generic,N/A,N/A
https://www.jumia.co.ke/bosch-11-pieces-nonstick-granite-cookware-heavy-duty-cooking-pot-279110046.html,11 pieces nonstick granite cookware heavy duty cooking pot,"KSh 12,399","KSh 15,000",17%,BO587HA4D6GMLNAFAMZ,Bosch,N/A,N/A
https://www.jumia.co.ke/mika-mst5060p33ebl50cm-x-60cm-3gas1electric-hotplate-free-standing-gas-cookerelectric-oven-288280515.html,"MST5060P33EBL,50cm x 60cm, 3Gas+1Electric Hotplate Free Standing Gas Cooker+Electric Oven","KSh 32,999","KSh 60,000",45%,BR053HA45QP1CNAFAMZ,Mika,N/A,N/A
https://www.jumia.co.ke/mika-standing-cooker-58cm-x-58cm-3-gas-pool-jet-burners-1-rapid-hot-plate-button-ignition-3-function-electric-oven-matt-black-with-free-pipe-and-regulator-and-clips-279580796.html,"Standing Cooker, 58cm x 58cm, 3 Gas Pool Jet Burners + 1 RAPID Hot Plate, Button Ignition, 3 Functio","KSh 37,499","KSh 47,000",20%,BR053HA4GKSHHNAFAMZ,Mika,N/A,N/A
https://www.jumia.co.ke/ailyons-2-burner-glass-top-infrared-double-burner-189873779.html,2 Burner Glass Top & Infrared Double Burner,"KSh 3,000","KSh 3,600",17%,AI234HA39Q7JENAFAMZ,AILYONS,N/A,N/A
https://www.jumia.co.ke/sokany-2000w-portable-induction-cooktop-countertop-burner-86444758.html,2000W Portable Induction Cooktop Countertop Burner,"KSh 4,897","KSh 7,500",35%,SO210HA1F1SUSNAFAMZ,Sokany,N/A,N/A
https://www.jumia.co.ke/nunix-3gas-plus-1-electric-hotplate-cooker-with-60l-oven-151436450.html,3Gas Plus 1 Electric Hotplate Cooker With 60L Oven,"KSh 24,700","KSh 30,000",18%,NU344HA1QSG3BNAFAMZ,Nunix,4 out of 5,4 out of 5(3)
https://www.jumia.co.ke/sokany-high-quality-portable-digital-ceramic-induction-cooktop-2200w-284470777.html,High quality Portable Digital Ceramic Induction Cooktop-2200W,"KSh 5,223","KSh 6,487",19%,SO210HA4LC8FSNAFAMZ,Sokany,N/A,N/A
https://www.jumia.co.ke/icecool-full-gas-volsmart-free-standing-cooker-with-gas-oven-274797050.html, Full Gas Volsmart Free Standing cooker with gas oven,"KSh 20,899","KSh 30,000",30%,IC921HA3E3KJNNAFAMZ,ICECOOL,N/A,N/A
https://www.jumia.co.ke/haier-5060-cm-standing-cooker-3gas1electric-electric-oven-high-quality-metallic-lid-276845156.html,"50×60 cm standing cooker 3gas+1electric, electric oven high quality, Metallic lid","KSh 39,500","KSh 50,000",21%,HA342HA4DV6SZNAFAMZ,Haier,N/A,N/A
https://www.jumia.co.ke/generic-microwave-light-bulb-40w-e17-125v-replacement-part-exact-fit-for-whirlpool-microwaves-and-the-lava-lamps-pack-of-3-127610983.html,Microwave Light Bulb 40W E17 125V Replacement Part - Exact Fit for Whirlpool Microwaves and the Lava,KSh 513,KSh 963,47%,GE840HA2AP57SNAFAMZ,Generic,N/A,N/A
https://www.jumia.co.ke/nunix-cooker-with-rotisserie-oven-free-standing-4-gas-161721237.html,Cooker With Rotisserie Oven-Free Standing 4 Gas,"KSh 21,900","KSh 34,999",37%,NU344HA2V4JSCNAFAMZ,Nunix,N/A,N/A
https://www.jumia.co.ke/nunix-cooker-4-gas-cooker-plus-shelves-lts-01-283780729.html,Cooker 4-Gas Cooker Plus Shelves LTS-01,"KSh 9,750","KSh 12,999",25%,NU344HA4U9RIANAFAMZ,Nunix,N/A,N/A
https://www.jumia.co.ke/reki-10-in-1-electric-pressure-cooker-189558735.html,10 In 1 Electric Pressure Cooker,"KSh 6,999","KSh 8,500",18%,RE591HA2JK5Q6NAFAMZ,REKI,N/A,N/A
https://www.jumia.co.ke/bjs-quality-standing-cooker-60x60-3-gas1-hot-plate-with-turbo-fan-quality-standing-cooker-177873745.html,Quality Standing Cooker 60x60 3-GAS+1 Hot Plate With Turbo-FAN Quality Standing Cooker,"KSh 39,999","KSh 50,000",20%,BJ809HA2K4KIDNAFAMZ,BJS,5 out of 5,5 out of 5(1)
https://www.jumia.co.ke/eurochef-free-standing-3-gas-burner-1-electric-cooker-with-oven-167610990.html,Free Standing 3 Gas Burner +1 Electric Cooker With Oven,"KSh 25,499","KSh 39,999",36%,EU101HA1TFKOCNAFAMZ,Eurochef,5 out of 5,5 out of 5(1)
https://www.jumia.co.ke/sarah-50-by50-3-gas-pool-jet-burners-1-electric-plate-free-standing-cooker-electric-oven-265024927.html,"50 By50, 3 Gas Pool Jet Burners + 1 Electric Plate, Free Standing Cooker+ Electric Oven","KSh 25,999","KSh 50,000",48%,SA760HA4II3FSNAFAMZ,Sarah,N/A,N/A
https://www.jumia.co.ke/eurochef-3g1e-table-top-cooker-ec-s31-273981512.html, 3G+1E Table Top Cooker EC-S31,"KSh 6,999",N/A,N/A,EU101HA3NVX3TNAFAMZ,Eurochef,N/A,N/A
https://www.jumia.co.ke/generic-electric-takoyaki-maker-grill-pan-18-holes-129470636.html,Electric Takoyaki Maker Grill Pan 18 Holes,"KSh 6,485","KSh 9,728",33%,GE840HA2PEOCKNAFAMZ,Generic,N/A,N/A
https://www.jumia.co.ke/generic-blender-mixer-wrench-abs-handle-blender-blade-remover-wrench-237077949.html,Blender Mixer Wrench ABS Handle Blender Blade Remover Wrench,KSh 393,KSh 785,50%,GE840HA4VMDRLNAFAMZ,Generic,N/A,N/A
https://www.jumia.co.ke/haier-5060-cm-standing-cooker-3gas1electric-electric-oven-high-quality-metallic-lid-279560555.html,"50×60 cm standing cooker 3gas+1electric, electric oven high quality, Metallic lid","KSh 39,499","KSh 45,000",12%,HA342HA484E5HNAFAMZ,Haier,N/A,N/A
https://www.jumia.co.ke/mika-mst5060u31esl-5060-31-standing-cooker-170851711.html,MST5060U31ESL 50×60 3+1 Standing Cooker,"KSh 32,999","KSh 60,000",45%,BR053HA1UIGGVNAFAMZ,Mika,N/A,N/A
https://www.jumia.co.ke/nunix-3-burners-table-top-glass-295036348.html,3 Burners Table Top Glass,"KSh 5,899","KSh 7,800",24%,NU344HA4PAVXVNAFAMZ,Nunix,N/A,N/A
https://www.jumia.co.ke/bosch-6l-electric-pressure-cooker-278625986.html,6L ELECTRIC PRESSURE COOKER,"KSh 7,124","KSh 12,000",41%,BO587HA4G4L7ZNAFAMZ,Bosch,N/A,N/A
https://www.jumia.co.ke/yelo-extra-large-capacity-airfryer-155186131.html,EXTRA LARGE CAPACITY AIRFRYER,"KSh 11,000","KSh 14,000",21%,BR377HA1VDL3VNAFAMZ,YELO,N/A,N/A
https://www.jumia.co.ke/von-3-gas1-electric-60cm-by-55cm-standing-gas-cooker-with-electric-oven-282598554.html,"3 Gas+1 Electric, 60cm by 55cm, Standing Gas Cooker with Electric Oven","KSh 41,999","KSh 52,000",19%,VO144HA427U3CNAFAMZ,VON,N/A,N/A
https://www.jumia.co.ke/legacy-free-standing-31-3-gas-burners-1-electric-plate-6060cm.-177544720.html,"Free standing 3+1, 3 Gas Burners, 1 Electric Plate, 60*60cm.","KSh 41,999","KSh 49,999",16%,LE253HA1P6681NAFAMZ,Legacy,N/A,N/A
https://www.jumia.co.ke/generic-silicone-rubber-electric-pressure-cooker-parts-sealing-ring-171263023.html,Silicone Rubber Electric Pressure Cooker Parts Sealing Ring,KSh 545,"KSh 1,045",48%,GE840HA26LZSPNAFAMZ,Generic,N/A,N/A
https://www.jumia.co.ke/von-standing-cooker-50cm-x-60cm-3-gas-pool-jet-burners-1-electric-hotplate-electric-oven-264271666.html,"STANDING COOKER 50cm X 60cm, 3 Gas Pool Jet Burners +1 Electric Hotplate //Electric Oven","KSh 38,999","KSh 76,000",49%,VO144HA4EQJ6MNAFAMZ,VON,N/A,N/A
https://www.jumia.co.ke/nunix-60by60cm-3g1e-hotplate-electric-oven-free-standing-cooker-with-2m-gas-pipe-282766724.html,60by60cm 3G+1E hotplate electric oven free standing cooker with 2m gas pipe,"KSh 28,499","KSh 29,500",3%,NU344HA40JC08NAFAMZ,Nunix,N/A,N/A
https://www.jumia.co.ke/915-generation-sealer-plastic-package-storage-bag-mini-sealing-machine-139821543.html,Sealer Plastic Package Storage Bag Mini Sealing Machine,KSh 279,KSh 558,50%,91933HA2832T9NAFAMZ,915 Generation,N/A,N/A
https://www.jumia.co.ke/primus-non-leak-meko-gas-burner-6kg-plus-free-gift-171420668.html,Non leak Meko Gas Burner -6kg plus free gift ,KSh 332,KSh 349,5%,PR946HA333JCHNAFAMZ,Primus,N/A,N/A
https://www.jumia.co.ke/bjs-standing-oven-cooker-3gas1hotplate-of-1000w-electric-oven-with-turbo-fan-silverinox-275397943.html,"Standing Oven Cooker 3Gas+1Hotplate of 1000W, Electric Oven with Turbo Fan, Silver/Inox","KSh 45,999","KSh 59,999",23%,BJ809HA3VWF8DNAFAMZ,BJS,N/A,N/A
https://www.jumia.co.ke/eurochef-free-standing-3gas-1electric-hot-plate-5055-gas-stove-with-electric-oven-282239981.html,Free standing 3gas 1electric hot plate 50*55 gas stove with electric oven ,"KSh 25,500","KSh 30,000",15%,EU101HA3MDS98NAFAMZ,Eurochef,N/A,N/A
https://www.jumia.co.ke/von-60x60-31-electric-free-standing-cooker-267239715.html,60x60 3+1 electric Free Standing cooker,"KSh 45,999","KSh 70,000",34%,VO144HA45WSXONAFAMZ,VON,N/A,N/A
https://www.jumia.co.ke/eurochef-glass-gas-stove-2-burners-gas-cooker-table-top-205507377.html,"Glass Gas Stove, 2 Burners Gas Cooker, Table Top","KSh 3,199","KSh 4,500",29%,EU101HA4L50HINAFAMZ,Eurochef,N/A,N/A
https://www.jumia.co.ke/nunix-60x60-3-gas-plus-1-electric-free-standing-cooker-with-electric-oven-166821820.html,60x60 3 Gas plus 1 Electric Free Standing Cooker With Electric oven,"KSh 29,999","KSh 54,499",45%,NU344HA1P7MWYNAFAMZ,Nunix,N/A,N/A
https://www.jumia.co.ke/nunix-3-burner-table-top-cooker-266849615.html,3 Burner Table top cooker,"KSh 3,499","KSh 6,999",50%,NU344HA45UP02NAFAMZ,Nunix,N/A,N/A
https://www.jumia.co.ke/generic-ipcone-auto-ignition-table-glass-top-and-gas-stove-double-burner-cooker-270968624.html,Ipcone  Auto Ignition Table Glass Top And Gas Stove Double Burner Cooker,"KSh 4,369","KSh 8,738",50%,GE840HA40HMEZNAFAMZ,Generic,N/A,N/A
https://www.jumia.co.ke/premier-auto-ignition-4-gas-cooker-with-storage-compartments-115220726.html,Auto Ignition 4 Gas Cooker With Storage Compartments,"KSh 13,499","KSh 20,000",33%,PR367HA2OV9UZNAFAMZ,Premier,N/A,N/A
https://www.jumia.co.ke/mika-standing-cooker-3g-1e-50-by-60-hotplate-with-electric-oven-automatic-ignition-free-gifts-13kg-regulator-with-gauge-meter-delivery-pipe-gas-pipe-clips-294069636.html,"Standing Cooker 3G + 1E 50 by 60 Hotplate With Electric Oven Automatic Ignition FREE GIFTS, 13KG REG","KSh 36,575","KSh 56,000",35%,BR053HA4CZX69NAFAMZ,Mika,N/A,N/A
https://www.jumia.co.ke/tlac-press-grill-sandwich-maker-260384742.html,press grill sandwich maker,"KSh 5,999","KSh 7,000",14%,TL282HA3PT4WINAFAMZ,TLAC,N/A,N/A
https://www.jumia.co.ke/armco-gc-f6631fxbk-3-gas-1-electric-60x60-gas-cooker.-78960941.html,GC-F6631FX(BK) - 3 Gas; 1 Electric; 60x60 Gas Cooker.,"KSh 47,295",N/A,N/A,AR829HA08VIAZNAFAMZ,Armco,N/A,N/A
https://www.jumia.co.ke/icook-ic-202-table-top-two-burner-glass-gas-cooker-159216028.html,IC 202 TABLE TOP TWO BURNER GLASS GAS COOKER,"KSh 4,200","KSh 8,000",48%,IC923HA30E7E7NAFAMZ,icook,N/A,N/A
https://www.jumia.co.ke/generic-volsmart-full-gas-free-standing-cooker-with-oven-204331251.html,Volsmart full gas Free Standing cooker with oven,"KSh 20,999","KSh 27,999",25%,GE840HA3K4ROCNAFAMZ,Generic,N/A,N/A
https://www.jumia.co.ke/nunix-automatic-gas-4-burner-table-top-cooker-large-burners-262257479.html,Automatic Gas 4 burner table top Cooker- Large burners,"KSh 5,499","KSh 8,999",39%,NU344HA4X3XCQNAFAMZ,Nunix,N/A,N/A
https://www.jumia.co.ke/mika-50-x-60cm-standing-cooker-3g-1e-hotplate-with-electric-oven-automatic-ignition-free-gifts-13kg-regulator-with-gauge-meter-delivery-pipe-gas-pipe-clips-silver-278584426.html,"50 X 60CM Standing Cooker 3G + 1E Hotplate With Electric Oven Automatic Ignition FREE GIFTS, 13KG RE","KSh 36,860","KSh 45,000",18%,BR053HA4C96MJNAFAMZ,Mika,N/A,N/A
https://www.jumia.co.ke/mika-50cmx60cm-3g1e-free-standing-cooker-with-electric-oven-1year-warranty-172043909.html,"50cmx60cm , 3G+1E Free Standing Cooker with Electric Oven+ 1Year Warranty","KSh 33,999","KSh 60,000",43%,BR053HA35ODMZNAFAMZ,Mika,N/A,N/A
https://www.jumia.co.ke/sayona-automatic-31-storage-shelves-227781498.html,"Automatic 3+1, Storage Shelves","KSh 17,575","KSh 26,700",34%,SA537HA4SB8YCNAFAMZ,Sayona,N/A,N/A
https://www.jumia.co.ke/dessini-6l-programmable-pressure-cooker-170147458.html,6l programmable Pressure cooker,"KSh 7,450","KSh 7,899",6%,DE478HA32FCQJNAFAMZ,Dessini,N/A,N/A
https://www.jumia.co.ke/nunix-free-standing-4-gas-burner-cooker-with-oven-275864472.html, Free Standing 4 Gas Burner Cooker With Oven,"KSh 20,998","KSh 40,000",48%,NU344HA3REZ49NAFAMZ,Nunix,N/A,N/A
https://www.jumia.co.ke/von-hotpoint-58cm-x-58cm-3-gas-pool-jet-burners-1-hot-plate-cookerelectric-ovensilver-287317230.html," 58cm x 58cm, 3 Gas Pool Jet Burners + 1 Hot Plate Cooker,Electric Oven,SILVER","KSh 40,999","KSh 80,000",49%,VO495HA3D0T76NAFAMZ,Von Hotpoint,N/A,N/A
https://www.jumia.co.ke/infrared-induction-cooker-generic-mpg343290.html,Infrared Induction Cooker,"KSh 4,349","KSh 8,698",50%,GE840HA0K91IQNAFAMZ,Generic,N/A,N/A
https://www.jumia.co.ke/nunix-20l-electric-rotisserie-oven-black-115993613.html,20L Electric Rotisserie Oven-Black,"KSh 5,999","KSh 10,000",40%,NU344HA26DI1BNAFAMZ,Nunix,N/A,N/A
https://www.jumia.co.ke/mika-standing-cooker-60cm-x-60cm-3-gas-pool-jet-burners-1-rapid-hot-plate-button-ignition-3-function-electric-oven-full-black-276416798.html,"Standing Cooker, 60cm x 60cm, 3 Gas Pool Jet Burners + 1 RAPID Hot Plate, Button Ignition, 3 Functio","KSh 46,000","KSh 57,000",19%,BR053HA4SILDNNAFAMZ,Mika,N/A,N/A
https://www.jumia.co.ke/dessini-10-piece-heavy-gauge-anti-scratch-non-stick-cookware-set-159436284.html,10 Piece Heavy Gauge Anti-Scratch Non-Stick Cookware Set,"KSh 8,500","KSh 12,500",32%,DE478HA2G9SUFNAFAMZ,Dessini,N/A,N/A
https://www.jumia.co.ke/nunix-3-1-electric-free-standing-cooker-electric-oven-167011039.html, 3+ 1 Electric Free Standing Cooker Electric Oven,"KSh 27,999","KSh 39,999",30%,NU344HA36WWASNAFAMZ,Nunix,N/A,N/A
https://www.jumia.co.ke/volsmart-full-gas-free-standing-cooker-275342225.html,Full Gas Free Standing Cooker,"KSh 20,999","KSh 30,000",30%,VO551HA4661K5NAFAMZ,VOLSMART,N/A,N/A
https://www.jumia.co.ke/nunix-auto-ignition-stainless-steel-2-burner-gas-cooker-162073238.html,Auto Ignition Stainless Steel 2 Burner Gas Cooker,"KSh 2,399","KSh 4,500",47%,NU344HA313ELENAFAMZ,Nunix,5 out of 5,5 out of 5(1)
https://www.jumia.co.ke/sokany-electric-hand-mixer-with-bowlwhisk-egg-beater-cake-baking-276417221.html,"Electric Hand Mixer With Bowl,Whisk Egg Beater Cake Baking","KSh 2,700","KSh 4,500",40%,SO210HA3IDPPNNAFAMZ,Sokany,N/A,N/A
